Time (Ma),CO2 ppm max,CO2ppm min,T C max,T C min,Tavg
-423,2932.436716,777.1854167,24.28373325,14.06261586,19.17317455
-424,,,23.90367566,13.75578351,18.82972958
-425,,,23.56002014,13.49094782,18.52548398
-426,,,23.24596724,13.26098201,18.25347463
-427,,,22.95383804,13.0561057,18.00497187
-428,,,22.67603062,12.86488253,17.77045658
-429,,,22.40566566,12.67538506,17.54052536
-430,,,22.13698997,12.47640556,17.30669777
-431,,,21.86583205,12.25879392,17.06231298
-432,,,21.58962192,12.0161697,16.80289581
-433,,,21.30697275,11.74534981,16.52616128
-434,,,21.01726495,11.44684166,16.23205331
-435,,,20.72063206,11.12469756,15.92266481
-436,,,20.41805752,10.78578899,15.60192325
-437,,,20.1117487,10.43914091,15.2754448
-438,,,19.80543843,10.09526227,14.95035035
-439,,,19.50469215,9.7657004,14.63519627
-440,,,19.21708062,9.462734733,14.33990768
-441,,,18.95195001,9.198978769,14.07546439
-442,,,18.71973806,8.986918489,13.85332827
-443,,,18.53105993,8.838370937,13.68471543
-444,,,18.39554591,8.76360979,13.57957785
-445,,,18.32073811,8.770451884,13.545595
-446,,,18.3114519,8.863720962,13.58758643
-447,,,18.36989624,9.045295622,13.70759593
-448,,,18.49650557,9.314734535,13.90562005
-449,,,18.69044304,9.669490898,14.17996697
-450,,,18.95028485,10.10529965,14.52779225
-451,,,19.27447543,10.61639386,14.94543464
-452,,,19.66168604,11.19583361,15.42875983
-453,,,20.11111741,11.83615063,15.97363402
-454,,,20.62257228,12.53007993,16.57632611
-455,,,21.1964265,13.27145776,17.23394213
-456,,,21.83316405,14.05585147,17.94450776
-457,,,22.53186797,14.8800983,18.70598313
-458,,,23.28822626,15.74093275,19.51457951
-459,,,24.09392922,16.63397945,20.36395433
-460,,,24.93801799,17.5533426,21.2456803
-461,,,25.80827493,18.49182779,22.15005136
-462,,,26.69213401,19.44157206,23.06685303
-463,,,27.57747318,20.39433579,23.98590449
-464,,,28.45327616,21.34149688,24.89738652
-465,,,29.31007492,22.2744683,25.79227161
-466,,,30.14007658,23.18502272,26.66254965
-467,,,30.9370548,24.06562842,27.50134161
-468,,,31.69594458,24.90970858,28.30282658
-469,,,32.41225513,25.71181988,29.0620375
-470,,,33.08183843,26.46761343,29.77472593
-471,,,33.70133361,27.17372836,30.43753099
-472,,,34.26848483,27.82790883,31.04819683
-473,,,34.78233438,28.42919713,31.60576575
-474,,,35.24334091,28.97805191,32.11069641
-475,,,35.6534098,29.47637855,32.56489417
-476,,,36.0158263,29.9274623,32.9716443
-477,,,36.33503543,30.33574818,33.3353918
-478,,,36.61623705,30.70643605,33.66133655
-479,,,36.86492819,31.04502294,33.95497556
-480,,,37.08661796,31.35701796,34.22181796
-481,,,37.28655668,31.64767143,34.46711406
-482,,,37.46911667,31.92142651,34.69527159
-483,,,37.63718422,32.18150052,34.90934237
-484,,,37.79213018,32.42979681,35.1109635
-485,,,37.93404504,32.66693804,35.30049154
-486,,,38.06211267,32.89243047,35.47727157
-487,,,38.17487518,33.10477836,35.63982677
-488,,,38.27052207,33.30170382,35.78611295
-489,,,38.34717008,33.48043458,35.91380233
-490,,,38.40313299,33.63804145,36.02058722
-491,,,38.43709847,33.77172022,36.10440934
-492,,,38.44821943,33.8790037,36.16361157
-493,,,38.43614673,33.95791289,36.19702981
-494,,,38.40098075,34.00701153,36.20399614
-495,,,38.34316811,34.02538288,36.18427549
-496,,,38.26332566,34.01250757,36.13791662
-497,,,38.16208364,33.96813512,36.06510938
-498,,,38.04000481,33.89220941,35.96610711
-499,,,37.89764403,33.78491734,35.84128068
-500,,,37.73576191,33.64688014,35.69132103
-501,,,37.55560127,33.47941179,35.51750653
-502,,,37.35908308,33.28473433,35.32190871
-503,,,37.14887413,33.06606933,35.10747173
-504,,,36.92820157,32.8274648,34.87783319
-505,,,36.70053346,32.57347111,34.63700228
-506,,,36.46931272,32.30884793,34.38908032
-507,,,36.23769523,32.03824972,34.13797247
-508,,,36.00827894,31.7658757,33.88707732
-509,,,35.78286321,31.49512632,33.63899477
-510,,,35.56228652,31.22832228,33.3953044
-511,,,35.34639409,30.96655026,33.15647217
-512,,,35.13417892,30.70969718,32.92193805
-513,,,34.92411481,30.45671321,32.69041401
-514,,,34.71464865,30.20609363,32.46037114
-515,,,34.50473132,29.95647663,32.23060398
-516,,,34.29412855,29.70710292,32.00061573
-517,,,34.08317207,29.45777575,31.77047391
-518,,,33.87215316,29.20845678,31.54030497
-519,,,33.66113426,28.95913782,31.31013604
-520,,,33.45011535,28.70981886,31.07996711
-521,,,33.23909645,28.46049989,30.84979817
-522,,,33.02807755,28.21118093,30.61962924
-523,,,32.81705864,27.96186197,30.3894603
-524,,,32.60603974,27.712543,30.15929137
-525,,,32.39502083,27.46322404,29.92912244
-526,,,32.18400193,27.21390507,29.6989535
-527,,,31.97298302,26.96458611,29.46878457
-528,,,31.76196412,26.71526715,29.23861563
-529,,,31.55094522,26.46594818,29.0084467
-530,,,31.33992631,26.21662922,28.77827777
-531,,,31.12890741,25.96731026,28.54810883
-532,,,30.9178885,25.71799129,28.3179399
-533,,,30.7068696,25.46867233,28.08777096
-534,,,30.49585069,25.21935337,27.85760203
-535,,,30.28483179,24.9700344,27.6274331
-536,,,30.07381289,24.72071544,27.39726416
-537,,,29.86279398,24.47139647,27.16709523
-538,,,29.65177508,24.22207751,26.93692629
-539,,,29.44075617,23.97275855,26.70675736
-540,,,29.22973727,23.72343958,26.47658843
-541,,,29.01871836,23.47412062,26.24641949
-542,,,28.80769946,23.22480166,26.01625056
-543,,,28.59668055,22.97548269,25.78608162
-544,,,28.38566165,22.72616373,25.55591269
-545,,,28.17464275,22.47684477,25.32574376
-546,,,27.96362384,22.2275258,25.09557482
-547,,,27.75260494,21.97820684,24.86540589
-548,,,27.54158603,21.72888787,24.63523695
-549,,,27.33056713,21.47956891,24.40506802
-550,,,27.11954822,21.23024995,24.17489909
-551,,,26.90852932,20.98093098,23.94473015
-552,,,26.69751042,20.73161202,23.71456122
-553,,,26.48649151,20.48229306,23.48439228
-554,,,26.27547261,20.23297409,23.25422335
-555,,,26.0644537,19.98365513,23.02405442
-556,,,25.8534348,19.73433616,22.79388548
-557,,,25.64241589,19.4850172,22.56371655
-558,,,25.43139699,19.23569824,22.33354761
-559,,,25.22037809,18.98637927,22.10337868
-560,,,25.00935918,18.73706031,21.87320975
-561,,,24.79834028,18.48774135,21.64304081
-562,,,24.58721209,18.23829327,21.41275268
-563,,,24.3755114,17.98825438,21.18188289
-564,,,24.16263846,17.7373159,20.94997718
-565,,,23.94812977,17.48557224,20.716851
-566,,,23.73184652,17.23349919,20.48267286
-567,,,23.5140667,16.9818095,20.2479381
-568,,,23.29549062,16.73127841,20.01338452
-569,,,23.07718143,16.4825909,19.77988616
-570,,,22.86046491,16.23623443,19.54834967
-571,,,22.64681164,15.992443,19.31962732
-572,,,22.4377201,15.75118728,19.09445369
-573,,,22.23461425,15.51220032,18.87340729
-574,,,22.03876337,15.27502646,18.65689492
-575,,,21.85122768,15.03908154,18.44515461
-576,,,21.67282898,14.80371462,18.2382718
-577,,,21.50414338,14.56826381,18.0362036
-578,,,21.34551122,14.33210151,17.83880637
-579,,,21.19705873,14.0946666,17.64586267
-580,,,21.0587259,13.8554833,17.4571046
-581,,,20.93028004,13.61414928,17.27221466
-582,,,20.8112744,13.37026413,17.09076927
-583,,,20.70102505,13.12342464,16.91222484
-584,,,20.59860816,12.87324955,16.73592885
-585,,,20.50287628,12.6194129,16.56114459
-586,,,20.41249743,12.3616835,16.38709047
-587,,,20.32601895,12.09996694,16.21299294
-588,,,20.24195501,11.83434448,16.03814975
-589,,,20.15889265,11.56510207,15.86199736
-590,,,20.07560648,11.29274123,15.68417386
-591,,,19.99116711,11.01796371,15.50456541
-592,,,19.90502409,10.74162263,15.32332336
-593,,,19.81704172,10.46463659,15.14083916
-594,,,19.72746746,10.18786912,14.95766829
-595,,,19.63682058,9.911985918,14.77440325
-596,,,19.54570635,9.637317774,14.59151206
-597,,,19.45459253,9.363777601,14.40918507
-598,,,19.36363636,9.090909091,14.22727273
-599,,,19.27272727,8.818181818,14.04545455
-600,,,19.18181818,8.545454545,13.86363636
-601,,,19.09090909,8.272727273,13.68181818
-602,,,19,8,13.5
-603,,,18.90909091,7.727272727,13.31818182
-604,,,18.81818182,7.454545455,13.13636364
-605,,,18.72727273,7.181818182,12.95454545
-606,,,18.63636364,6.909090909,12.77272727
-607,,,18.54545455,6.636363636,12.59090909
-608,,,18.45454545,6.363636364,12.40909091
-609,,,18.36363636,6.090909091,12.22727273
-610,,,18.27272727,5.818181818,12.04545455
-611,,,18.18181818,5.545454545,11.86363636
-612,,,18.09090909,5.272727273,11.68181818
-613,,,18,5,11.5
-614,,,17.90909091,4.727272727,11.31818182
-615,,,17.81818182,4.454545455,11.13636364
-616,,,17.72727273,4.181818182,10.95454545
-617,,,17.63636364,3.909090909,10.77272727
-618,,,17.54540747,3.636222399,10.59081493
-619,,,17.45418437,3.362553111,10.40836874
-620,,,17.36234127,3.087023806,10.22468254
-621,,,17.26952636,2.808579073,10.03905272
-622,,,17.17552829,2.526584869,9.851056579
-623,,,17.08037576,2.241127291,9.660751528
-624,,,16.98438285,1.953148551,9.468765701
-625,,,16.88814287,1.664428599,9.276285733
-626,,,16.79248258,1.377447747,9.084965165
-627,,,16.69839172,1.095175148,8.896783432
-628,,,16.60694221,0.820826642,8.713884428
-629,,,16.51920933,0.557627994,8.538418663
-630,,,16.43620312,0.308609374,8.37240625
-631,,,16.35881548,0.07644645,8.217630967
-632,,,16.28778469,-0.136645944,8.075569371
-633,,,16.22367698,-0.32896905,7.947353967
-634,,,16.16688295,-0.499351161,7.833765893
-635,,,16.11762522,-0.647124349,7.735250434
-636,,,16.07597386,-0.772078433,7.651947711
-637,,,16.0418588,-0.874423596,7.583717603
-638,,,16.01505741,-0.954827762,7.530114825
-639,,,15.99517912,-1.014462641,7.490358239
-640,,,15.98165767,-1.055026989,7.46331534
-641,,,15.97375479,-1.078735642,7.447509572
-642,,,15.97057858,-1.088264267,7.441157156
-643,,,15.97111899,-1.086643034,7.442237978
-644,,,15.97430076,-1.077097707,7.448601528
-645,,,15.97905196,-1.062844128,7.458103914
-646,,,15.98438285,-1.046851449,7.468765701
-647,,,15.98946667,-1.031599981,7.478933346
-648,,,15.99371011,-1.018869676,7.487420216
-649,,,15.99679909,-1.009602745,7.49359817
-650,,,15.99870491,-1.003885285,7.49740981
-651,,,15.99963892,-1.001083253,7.499277832
-652,,,15.99995292,-1.000141237,7.499905842
-653,,,16,-1,7.5
-654,,,16,-1,7.5
-655,,,16,-1,7.5
-656,,,16,-1,7.5
-657,,,16,-1,7.5
-658,,,16,-1,7.5
-659,,,16,-1,7.5
-660,,,16,-1,7.5
-661,,,16,-1,7.5
-662,,,16,-1,7.5
-663,,,16,-1,7.5
-664,,,16,-1,7.5
-665,,,16,-1,7.5
-666,,,16,-1,7.5
-667,,,16,-1,7.5
-668,,,16,-1,7.5
-669,,,16,-1,7.5
-670,,,16,-1,7.5
-671,,,16,-1,7.5
-672,,,16,-1,7.5
-673,,,16,-1,7.5
-674,,,16,-1,7.5
-675,,,16,-1,7.5
-676,,,16,-1,7.5
-677,,,16,-1,7.5
-678,,,16,-1,7.5
-679,,,16,-1,7.5
-680,,,16,-1,7.5
-681,,,16,-1,7.5
-682,,,16,-1,7.5
-683,,,16,-1,7.5
-684,,,16,-1,7.5
-685,,,16,-1,7.5
-686,,,16,-1,7.5
-687,,,16,-1,7.5
-688,,,16,-1,7.5
-689,,,16,-1,7.5
-690,,,16,-1,7.5
-691,,,16,-1,7.5
-692,,,16,-1,7.5
-693,,,16,-1,7.5
-694,,,16,-1,7.5
-695,,,16,-1,7.5
-696,,,16,-1,7.5
-697,,,16,-1,7.5
-698,,,16,-1,7.5
-699,,,16,-1,7.5
-700,,,16,-1,7.5
-701,,,16,-1,7.5
-702,,,16,-1,7.5
-703,,,16,-1,7.5
-704,,,16,-1,7.5
-705,,,16,-1,7.5
-706,,,16,-1,7.5
-707,,,16,-1,7.5
-708,,,16,-1,7.5
-709,,,16,-1,7.5
-710,,,16,-1,7.5
-711,,,16,-1,7.5
-712,,,16,-1,7.5
-713,,,16,-1,7.5
-714,,,16,-1,7.5
-715,,,16,-1,7.5
-716,,,16,-1,7.5
-717,,,16,-1,7.5
-718,,,16,-1,7.5
-719,,,16,-1,7.5
-720,,,16,-1,7.5
-721,,,16,-1,7.5
-722,,,16,-1,7.5
-723,,,16,-1,7.5
-724,,,16,-1,7.5
-725,,,16,-1,7.5
-726,,,16,-1,7.5
-727,,,16,-1,7.5
-728,,,16,-1,7.5
-729,,,16,-1,7.5
-730,,,16,-1,7.5
-731,,,16,-1,7.5
-732,,,16,-1,7.5
-733,,,16,-1,7.5
-734,,,16,-1,7.5
-735,,,16,-1,7.5
-736,,,16,-1,7.5
-737,,,16,-1,7.5
-738,,,16,-1,7.5
-739,,,16,-1,7.5
-740,,,16,-1,7.5
-741,,,16,-1,7.5
-742,,,16,-1,7.5
-743,,,16,-1,7.5
-744,,,16,-1,7.5
-745,,,16,-1,7.5
-746,,,16,-1,7.5
-747,,,16,-1,7.5
-748,,,16,-1,7.5
-749,,,16,-1,7.5
-750,,,16,-1,7.5
